"default","student","balance","income"
0,0,449.466628769273,45950.6667238686
0,0,820.017112578423,51584.6573183834
0,1,619.751868575593,15750.6220834222
0,0,1047.71812400961,46416.9709942419
0,0,243.84132832576,47193.8881309706
0,0,186.500386931495,45430.5502710943
0,0,1422.01848757576,38224.0315214972
0,0,383.798659005674,61425.286388114
0,0,1159.43509608859,45802.1049386909
0,0,882.99191255185,17181.7379663818
0,0,1463.23289161086,65457.8541875824
0,1,1722.35584628315,19311.4229408044
0,1,773.921861257735,14558.9121383835
0,0,958.169418468988,32816.2847956415
0,0,1207.53273014951,68037.5751261777
0,0,1056.6108304963,30546.6010343774
0,0,117.642483931776,46550.2672705963
0,0,596.964119237004,58088.3604512649
0,0,0,47729.6257581971
0,1,541.662755324457,16335.7034406021
0,0,1119.17830341806,45020.0191217013
0,1,810.320936469835,20498.66581411
0,0,271.55143774701,32850.1201448079
0,0,1114.40323650428,47714.0221084582
0,0,867.030828053565,33540.9799848111
0,1,1176.7894016772,17632.712103849
0,0,610.227818661398,42465.3629640684
0,0,272.615661715535,55449.3386406402
0,0,449.735085836859,49643.4264416677
0,1,827.767209400324,10673.5262253922
0,0,430.000099449901,33925.2195976742
0,0,0,31825.7649719215
0,1,1557.34463668228,18404.594189222
0,0,928.236966261476,33722.1589415677
0,0,1373.45016328929,49101.7982141897
0,1,951.072907499984,18601.5332374944
0,1,1292.21086850542,23065.850975377
0,0,582.188700706555,24760.7957330564
0,1,339.424638280913,19307.98029025
0,0,409.982324608766,44641.090118396
0,0,1216.45150955433,53639.8468273843
0,0,598.461392123585,44124.2681146436
1,1,1486.99812160021,17854.3970280731
0,0,943.796338713762,59976.8398676444
0,0,0,49525.7450208494
0,1,996.276086766592,20883.2407676238
0,1,748.301340361255,11248.6707527348
0,0,324.737921782032,15411.5185672943
0,1,575.382158489508,16005.6813190057
0,0,441.738284926253,36012.2358964554
0,0,1188.64217955294,39526.5612652646
0,0,95.1476801904055,51371.1999147598
0,0,1015.61483748402,43218.794375243
0,0,1258.56739272567,44931.6749177461
0,1,1178.24441352846,7750.28922055921
0,0,731.532656254407,43956.0600839728
0,0,350.088792139872,44455.1995150356
0,0,418.848345433837,36901.7833281202
0,0,533.229465181374,39393.5424772748
0,0,95.296974128368,32359.3890284286
0,1,1453.00593207303,15933.0021109819
0,0,352.644414031465,39404.7443664762
0,1,736.2389354625,14107.9939653376
0,0,1306.4845722752,41224.6250242432
0,0,1149.14562717899,45194.7946620784
0,0,703.226890721538,57679.2791425179
0,1,1360.80043541238,18864.3084886679
0,0,31.4450805447328,53287.3503013149
0,0,988.214458069386,48570.3634566327
0,0,360.019073584363,23927.5466133912
0,0,647.483528619273,33226.2775446785
0,1,0,9816.78943755756
0,0,445.241819216304,31974.6245068978
0,1,878.542064501041,17496.7414821956
0,1,335.834118576172,21759.8702696952
0,0,666.608881434336,30438.4688266267
0,0,813.876647019864,40737.4597766098
0,0,836.300071623191,54607.1787395438
0,0,967.48268368178,33055.1102723298
1,1,2205.79952114829,14271.492252976
0,1,1258.18521914431,11672.2220033397
0,0,1239.80169908455,40107.1722104231
0,1,0,13760.2984556873
0,1,927.887732263607,22473.3796109537
0,1,1390.03078251892,21299.0992265335
0,0,410.497704767954,53471.2136303255
0,0,73.0765421846567,30681.7375351468
0,0,790.59775924737,45303.1033141261
0,0,789.49509698382,32579.9002059474
0,0,791.360422078743,46319.2361190854
0,0,479.042378990356,37255.8803342804
0,0,888.613272550212,28899.7917513637
0,0,1284.38636050636,42831.9546193997
0,1,712.276351280275,23341.9502302432
0,1,1290.62016864921,18408.0490819608
0,0,126.362685399057,44280.9297885654
0,0,779.376257695651,61158.8851121863
0,0,697.490957463777,49476.759599281
0,0,606.974613548306,43610.0330173371
0,1,1802.90333355739,21411.4239490249
0,0,900.085332597499,41276.5631894987
0,0,966.280287968092,33440.9792997775
0,0,671.061359639164,35689.1118739108
0,0,171.559115959856,23505.9927713232
0,0,1482.48030006315,45260.6115977848
0,0,640.662751732473,46464.5659322762
0,1,706.161027541986,18078.3517921729
1,1,1774.69422305776,20359.5060855671
0,0,916.49931692309,25768.4074467213
0,0,1271.2708123604,36053.5029503061
0,0,110.572909811983,47339.1087511931
0,0,1747.25888152959,37819.2890860198
1,0,1889.59918976304,48956.1715885681
0,0,27.2013946505765,21051.8401259701
0,0,746.229775057391,35159.8502288788
1,1,1899.3906258472,20655.2000032624
0,1,813.994565525349,20391.5289481713
0,0,499.457815094636,38899.1604610096
0,0,853.16133166086,36272.4517835911
0,0,474.727319088288,32064.3351057974
0,0,1235.87611345417,35838.7770153588
0,0,620.675152595598,44213.770101262
0,0,220.028569764934,37880.0296471597
0,1,1304.91429931829,18074.0754152021
0,1,1608.15255984335,22358.0467020111
0,0,256.471227559815,37657.0559167999
0,1,1153.60499815384,19224.9752298419
0,0,771.895874508519,31170.0852836766
0,1,1099.63042217728,17064.0428279584
0,0,782.883029663905,40357.1334266019
0,0,444.264906175272,35924.3387929274
0,0,504.02837873803,24780.9612369205
0,0,1762.50340198816,42124.6600673934
0,1,850.096116596461,18618.9879075019
0,0,1412.23872130317,40785.0597694212
0,0,715.496829588669,47482.5653767305
0,0,1363.52859942133,55713.0416079129
0,0,493.241889799387,42495.2030840663
0,0,1354.75253720358,33375.1316903778
0,1,571.293911015155,15416.2693546858
0,0,956.15135218345,44086.7077342314
0,0,964.820252985381,34390.7460350566
0,0,552.634366024658,50513.1642384347
0,0,338.266201647092,37767.239862893
0,0,709.123351356216,44041.6300941084
0,0,978.978200410458,57839.0537343736
0,0,371.010127817542,15702.7070830359
1,1,1572.85648082363,14930.1783306833
0,0,0,40150.217981059
1,0,1964.47687225275,39054.5891443139
0,0,548.037783442488,33605.6494686572
0,0,1257.05522168594,34045.0088247242
0,0,1189.91805697419,38016.8939028578
0,0,687.683759014873,39373.5797462415
0,0,845.698965838534,39899.5126808393
0,1,957.68483377014,19676.3456491723
0,0,233.516846267051,43326.105379399
0,1,1126.94874392123,14298.2645686729
0,1,488.855176548209,15159.4948475337
0,0,767.903559780495,44323.5796638006
0,0,561.925799124395,31388.5056454162
0,1,1092.27001277246,17454.6018395308
0,0,71.7886830035824,31965.7447145836
0,1,1839.14368196222,13625.3979303665
0,1,876.000777906746,22474.5740898236
0,0,554.107811535592,30357.0259771625
0,0,891.317898050276,43945.0416541409
0,0,464.836333095802,27324.8996870729
0,1,563.542661100162,24082.0393441031
1,0,1530.35315714612,30003.8171511159
0,0,990.567026186295,41690.2526225589
0,0,590.399786498762,42769.2038801219
0,1,715.164109574279,21153.5110081716
0,0,1540.37772667771,41852.0784358238
0,0,1243.32651840828,41639.6803816334
0,1,235.328499908876,20909.7047538096
0,0,528.254323170427,49394.340774526
0,0,592.25389562288,30731.201603129
0,0,705.204971986239,42683.187243286
0,0,456.515643990607,48195.7758370754
0,1,470.717574652806,18052.1049990983
0,1,1503.07512985524,10600.4135403235
0,0,1362.96559540383,44217.9160352291
0,0,908.77157368794,45032.8459851152
0,1,1096.82027214515,16148.0600066064
0,0,369.221942475653,47835.0910453142
0,0,673.399899046348,50256.2902118721
0,0,1038.50000752153,51173.1413763774
0,0,0,28762.9237797484
0,0,527.194086573308,32431.1182596039
0,0,817.469336816105,32974.4273524307
0,1,1549.04275451742,19702.293205826
0,1,566.713789351631,11853.9531668182
0,0,1496.05646487591,24935.9187420962
0,0,862.656656416651,42844.8340023417
0,0,1259.14941789257,31263.641081672
0,0,1025.03883303162,43510.0496378576
0,1,703.277787102737,14793.7426766893
0,1,1082.39149734589,15175.3612149216
0,0,910.449023533628,44054.9164232696
0,1,996.543862160796,16995.6604049481
0,0,353.778226008973,58514.3180764772
0,1,782.71082750063,13300.2974683438
0,0,1716.59541824424,51056.8682867977
0,1,502.898638357521,15153.965762645
0,0,1033.46846850523,59203.9676630271
0,0,0,34925.3654101008
0,1,1087.08349936833,19263.7695817024
0,0,1047.24424881394,43899.7592451193
0,0,1056.92735252411,38367.8679465264
0,1,979.224424632862,26010.8878031666
0,1,847.818706253068,15978.633625651
0,0,781.77128476306,50958.7905135708
0,1,402.488886825952,15904.0559208087
0,0,204.740181714577,17534.2905392742
0,1,2022.67464324227,18336.74316845
0,0,748.937063784024,44186.6177602638
0,0,838.275687752419,35917.4906102388
0,0,386.016049290846,44694.0309570293
0,0,812.399296525647,49623.1009820914
0,1,1809.92656439359,6985.13594539539
0,0,0,30360.5489438194
0,1,1328.18380411907,24688.4737209337
0,1,1464.93604882699,26716.6863746825
0,0,1200.56513764739,39718.6926569602
0,0,989.686419964429,27856.5770606696
0,0,870.734579925775,35539.2702158304
0,1,1200.84739001594,19849.8314129485
0,1,1428.83204736141,23204.6814610386
0,0,0,33951.2887259244
0,1,359.458866537597,21783.2694913357
0,0,265.683949786655,40862.7540056257
0,0,1027.77053169201,44406.83691434
0,0,729.047433497618,35042.1329969977
0,0,1042.80491991389,25867.1477168844
0,0,230.230587898767,37875.614823143
0,0,367.466012183201,30611.2722706897
0,1,737.70535394131,20863.7996686999
0,0,18.2612853635445,30349.460422935
0,0,1257.76020889191,30834.7713682736
0,0,455.521513206303,40907.3983537652
0,0,56.9675603504705,35458.4815614207
0,1,723.931985299722,12213.0371368412
0,0,612.383157677443,41379.7678082606
0,1,1220.1776056907,15308.1270712607
0,0,1222.34769171407,32363.3710505847
0,0,1165.49113814696,47684.2194497489
1,0,1642.81999663825,46856.947039092
0,0,944.173560017781,56088.6837995041
0,0,749.608003900673,41423.9411731786
0,0,370.375186777666,31231.0078371514
1,0,1991.64912011299,42133.3731759574
0,0,773.915226576855,44562.3381169342
0,1,817.249811262394,20480.88705606
0,0,1060.71621967666,50260.4643659169
1,0,1550.44926441315,56273.5136083638
0,1,454.466962212937,15092.439307714
0,1,1256.23932541513,17784.5589437522
0,0,1484.39539297524,36731.3086949029
0,1,1050.47732793251,12661.6116309912
0,0,986.40061892638,45430.4722089423
0,0,717.341926951688,44266.3765401792
0,0,692.143222681582,47038.0903196941
1,0,1328.89272521776,34710.0623657107
0,0,673.468191056081,32930.0693612804
0,0,218.639297043088,48991.3953793342
0,0,1218.16696582374,43954.2774856976
0,1,13.5168025503509,19322.5450270524
0,1,531.478699850065,21726.558972624
0,0,165.53815169523,33436.4557377411
0,1,1351.84972233302,25890.5039884998
0,0,107.282083049617,54143.9627498165
0,0,947.193571380436,35604.117192781
0,1,434.560259226125,14812.6452403767
0,0,1020.06724048864,37458.8792492482
0,0,662.305318022324,31597.8976165624
0,1,754.420612920964,20767.6830202616
0,0,289.489575693364,44412.8951033074
0,0,198.038409229701,36270.9381202214
0,1,516.060491676575,16615.0219627607
0,0,697.563808989791,41755.3981466578
0,1,502.324783467779,16947.4229346552
0,1,1459.68708304516,15575.419233378
0,0,716.998722689295,34418.2602228491
0,1,1037.97270501782,18324.0300568905
0,0,673.016117196098,29735.9615970911
0,0,371.921784701252,41099.7724418194
0,0,89.1349579572228,55604.6075315396
0,0,1273.28018105912,40895.2827703241
0,0,600.723302967373,18680.516769028
0,0,905.038164636789,40711.7988982471
0,0,1061.44156214448,54437.0103173027
0,0,1672.63924830477,46334.7877633441
0,1,883.702645600325,19750.0940028726
0,0,373.780330004006,53936.2417769944
0,0,1287.79518693788,52382.6647043692
0,0,1229.74257147896,48739.9273906526
0,1,510.613846954321,22457.0517475138
0,0,775.630168716812,27205.8573938823
0,0,1152.98288688657,50206.5769341591
0,1,1303.66258970167,7986.00033583452
0,0,1675.27885173207,28244.5034750868
0,0,398.277733044632,30001.7950602906
0,1,739.901759396798,25023.8738564122
0,0,226.417696514023,32018.7136305149
0,0,1217.32171213419,25173.6196080491
0,0,639.820558249208,29902.0019867792
0,1,883.166976880327,12717.4922312992
0,0,2.2876109529974,38186.5242727915
0,0,419.637347665869,55967.9931672653
0,1,1544.14024986831,11102.5347437309
0,0,1101.01501795199,32153.0135926701
1,0,1700.59991348658,30488.9834104565
0,0,311.82458686811,48301.0596601046
0,0,442.830222252675,55074.1308290001
0,0,728.81496006121,17909.5810715927
0,0,278.877902520137,37188.6683650846
0,0,758.702327534491,36625.9895523394
0,0,620.339679439371,22803.7410338396
0,1,1890.16741147529,18402.4648845956
0,0,0,28951.4518951572
0,1,1329.19884221594,23184.0155485336
0,0,1075.86377237476,44128.6282564037
0,0,618.527509222818,54956.9905446621
0,0,1111.0865758202,27466.8936820066
0,0,864.039743518541,45881.9302056307
0,0,895.229809614619,48512.4556411759
0,1,954.030433688608,21908.5271562436
0,0,947.634932740896,46813.5163080957
0,0,267.303727744013,23117.9286733782
0,1,1366.8057832287,23913.2088013083
0,0,624.731883509283,38325.1737553638
0,0,13.67938266968,25221.6376687793
0,0,785.866485650099,44778.0157756766
0,1,1353.09384569505,18933.4961949702
0,0,480.32126391483,25553.2628515188
0,0,0,29507.3132469218
0,1,1221.97124290595,17916.8560894888
0,1,1184.93652302344,25108.756711813
0,1,478.572055604816,27512.3448997584
0,0,221.690461893355,34786.1013515581
0,0,578.387621687668,41054.1386619277
0,1,1361.45843240672,19576.9571319919
0,1,977.848095602787,19731.9609897188
0,0,1184.42524488153,36887.439966855
1,1,1118.70103943078,21848.4429000063
1,0,1119.09724476071,37224.5678135129
0,0,776.349979307366,31329.4848506225
0,0,1322.29709108436,51792.4023687088
0,0,878.026457591946,27438.585115052
0,0,1268.37951467727,16921.1808790391
0,0,0,32611.3730692625
0,0,0,37262.5740938171
0,1,366.786957314063,25833.0630989749
0,0,747.561036377875,39898.7690858912
0,0,1787.285143726,37499.0935479677
0,1,1929.44698025845,14995.4921684901
0,0,987.14289095702,27961.3196085338
0,1,856.357368420521,20758.2146891725
0,0,1101.14970709405,18153.8443165945
0,0,704.184519980701,31515.9816788054
0,0,555.623436676053,40837.7316360849
0,0,1073.49826059844,44764.1105476201
0,0,1126.2230230127,32842.6523719603
0,1,649.773318564214,15708.2963812027
0,0,977.657620997298,43743.4967298485
0,0,1049.88996420613,42637.5110638279
0,1,1383.5663330639,15764.345875927
0,1,1095.46573957961,14065.1675680038
0,0,1089.3717909992,30224.5961304622
0,0,605.220968306144,21792.3215199717
0,0,1033.88539901665,49262.0453292257
0,0,1604.72055375478,38186.9850695393
0,0,826.327025939312,24679.715044052
0,1,1176.14682328504,16670.6807862768
0,1,1275.02319938737,19937.0980337404
0,1,1290.28314005644,23538.9441422913
0,0,1133.47419931933,51414.4959558752
0,0,837.412566855277,37400.4928845625
0,1,379.082166688415,18280.3670338005
0,1,1134.16627849803,12453.3635924034
0,0,0,39120.0847898987
0,0,1491.17480280474,59394.3830781267
0,1,1695.35958565634,9582.94189712211
0,0,705.57332763872,54589.2398684094
0,0,239.193366265676,33743.2265524886
0,1,1183.71064142778,12428.6145139245
0,0,898.761838912064,38267.08157841
0,1,1524.29040044934,11719.5934790985
0,0,777.023737418038,35115.0185512798
0,0,1394.79581919528,26074.9343643672
0,1,0,20476.1557245306
0,0,62.5715751601826,47946.7670938155
1,0,1981.45181538436,28127.8954733126
0,0,514.054034777825,50053.261925801
0,0,722.788038958828,53714.186065152
0,0,152.866304156592,33716.8640608
0,0,293.184772853638,35390.2875967122
0,0,0,38613.6204965308
0,1,645.36685722913,17878.3643114477
0,1,1515.15283305045,26046.7720831097
0,1,767.439505481761,18846.4892212338
0,1,491.879747053414,21715.226298099
0,0,0,41389.4352722328
0,0,0,34589.4880601879
0,0,509.155164105994,40132.6592071943
0,1,965.587370085486,16440.0996975194
0,1,1868.54007230747,20489.5981077627
0,0,403.49720580419,41803.7781625719
0,0,593.14362506876,37670.9350241925
0,0,0,44547.8655465918
0,0,742.290015884451,39367.1933081303
0,1,1110.10045653192,13013.6105672136
0,0,771.551295297819,49440.4012944686
0,0,624.338891497583,42492.7530686958
0,1,499.957229779348,22884.9525653222
0,0,1088.63752037344,60650.0361323175
0,0,1556.49192796768,49669.6688731681
0,1,797.084335731408,23558.6830823662
0,0,415.99250259786,38215.6780429903
0,1,538.232681166002,26833.0396297828
0,1,1181.93470239963,21086.0820079429
0,1,836.020688627074,9271.78992423107
0,0,104.443215077792,46928.0054911712
0,0,564.209478577945,53196.6230194221
0,1,804.53940215468,25091.4607662506
0,0,1028.95364023327,21218.3035199452
0,0,748.746583667659,8983.85690177194
0,0,66.6320807349912,28735.9741149412
0,0,452.802228898258,48034.2377125974
0,1,798.460510113667,27724.0657528508
0,1,1941.90292814168,23467.126966094
0,0,1446.10101191515,22996.4323020653
0,0,761.064098290519,61580.034125346
0,0,1350.17272835748,43147.4555837922
0,0,380.950200559961,36943.3619940607
0,1,1602.84960709395,15906.466797439
0,0,147.61011548848,37588.5626099252
0,0,0,36283.0801271054
0,1,733.072512376335,18818.1673820965
0,1,1082.74797626804,26096.3370339348
0,0,779.657300310476,40804.4757033746
0,0,994.158712170624,65254.0757961504
0,0,769.181374128886,50070.7815461683
0,1,684.098519096228,4985.1691133645
0,0,442.56330169432,27898.4653945517
1,0,1717.07159258608,38408.8909167269
0,0,0,36302.528437156
0,0,1092.34586485398,44717.0125770421
0,0,497.33495411576,35146.7987733695
0,1,1149.68065499451,16907.7007441301
1,0,1465.21016364328,58699.9831975197
0,0,565.317604157056,41789.6110016585
0,1,922.137890502439,12224.1851701983
0,1,175.59938060484,11510.0578678315
0,0,1024.94681888114,49675.5604190352
0,0,596.885432303659,54091.624759736
0,0,750.410484208866,53084.9074806631
0,1,790.870027432839,14183.9700258003
0,0,112.327872497541,42386.0485550432
0,1,738.394487315734,16093.2845506875
0,0,1157.85556068872,54419.8085690598
0,0,1213.24314925522,45149.516318112
0,0,1339.6262041855,41656.0028929824
0,0,588.312430203572,56520.9625106958
0,0,721.808132499821,56375.7219879443
0,0,680.820718973428,43843.4741174494
0,1,815.406570873487,12071.7624998357
0,0,1042.50711204107,37170.1090492838
0,1,663.249868122172,20454.6165493286
0,1,1478.61854506445,18026.4710989649
0,0,337.756753994278,33655.5724347316
0,1,1273.55071961651,23126.6361991141
0,0,114.179725877987,49562.989265344
0,0,0,52295.6009297642
0,1,1516.31768923235,26377.5934939198
0,1,898.114673108613,24164.7511007409
0,0,790.590582117334,48219.5944665748
0,0,0,29072.7214938039
0,0,1273.24483033059,49136.4741958684
0,0,1279.2004483305,36063.114108959
0,1,732.719380888972,14568.7474096201
1,0,1763.57908789461,46227.0745421357
0,1,1280.41844842492,16310.9055269133
0,0,1529.93799536515,36912.8973015701
0,1,345.467636476389,18251.4945592886
0,0,197.989403751685,33723.9857591643
1,1,1770.96944052649,15975.5371965119
0,1,639.371943541069,17037.0547998481
0,0,238.814643857072,23526.7109062151
0,0,390.555843076737,45338.357214774
0,1,830.171511106982,19476.5875790804
0,1,1378.87607564381,21613.578470166
0,0,242.403449315825,37364.4230927587
0,0,1236.54749355223,36211.4903618167
0,0,1063.77493669311,34914.2752545523
0,0,126.923178973913,33819.1433220656
0,0,758.465501261611,38018.1456896637
0,0,908.931458644613,68758.8783988945
0,0,558.518342410987,46297.4254108936
0,0,1819.24233339211,36969.5525152008
0,1,1110.68174400549,19327.5750379268
0,0,723.243374669993,43459.0118542978
0,0,972.031864031495,18510.946033198
0,0,696.014430649643,40741.4202403335
0,1,1178.24890887526,29362.604609009
0,1,329.558510877062,19371.8120916883
0,1,792.529238472827,14546.30176771
0,0,1246.03775769599,33691.7213091022
0,0,591.760776481539,41670.257382541
0,0,244.081138800791,24854.2498236435
0,0,1038.54836006039,49944.8651506496
0,0,679.074586796153,49488.5639815129
0,0,1061.415836002,40585.2216446978
0,1,1268.24069091931,11914.5782684287
0,1,955.533685819795,14736.7208791128
0,0,1115.82062964092,27882.8092643982
0,1,601.163260610188,22029.1935171555
0,0,1097.60003894511,52286.4318229537
0,0,1042.78307264667,45982.9663185287
0,1,1321.44305286527,8624.11068874281
0,0,1052.39326016205,37637.6593074495
0,0,687.951701062434,27604.0792714302
0,1,566.460512626349,24828.2659835652
0,0,769.414224037938,35071.1665353159
0,0,955.1353421032,26372.985815295
0,0,643.409526464766,28660.1401685022
0,0,0,42745.3020131405
0,0,437.636062596235,45384.0474502375
0,0,1278.86564161404,34673.1709932026
0,0,1639.39057196627,30624.7759284918
0,0,891.643737265774,36470.8283401861
0,1,316.459048313239,18813.9402088352
0,0,622.929507387178,48874.5557680461
0,0,107.277526758955,42287.3028620524
0,1,990.543215773955,12398.4906038395
0,0,0,45659.9957026185
0,0,0,33119.9553306198
0,0,591.21848728877,35287.8245843759
0,1,928.060078265644,21121.8448328186
0,0,304.599223898782,40785.9891775391
0,0,235.939497686815,31336.5101185978
0,1,1108.05351768099,10853.2309395985
0,0,687.306396976996,24563.7576757258
0,0,60.1860361263316,39864.8635503901
0,0,0,34648.9725974223
0,0,272.893257145115,58730.5728615017
1,0,1531.71645931978,43930.4000955678
0,0,949.608648513314,47702.5737457984
0,0,561.916178455117,35080.5792438221
0,0,468.132522196994,25231.3462344957
0,1,993.108169991847,12215.9468218066
0,0,0,31314.6950884232
0,1,759.478369178202,12710.7209232412
0,0,1340.78720929653,36440.2283216228
0,1,1521.46339550225,15210.4740694568
0,0,133.743344349705,30457.0163661004
1,0,780.172569171513,51656.8740637741
0,0,839.915458349589,22884.793017069
0,0,913.505872937903,36670.8542230351
0,0,924.881441457044,35712.6379057533
0,0,1197.83150461167,54652.3092984374
0,0,49.2096658960132,30451.152858766
0,0,970.716096585793,48387.648617342
0,0,783.057400540258,54082.4240845222
0,1,465.062888613853,20379.0620895269
0,0,0,39337.7499765406
0,1,732.264267594484,21986.0454536505
0,0,576.091261344071,37679.6985892523
0,1,588.991056252216,16309.8754485617
0,0,863.140717831164,43779.4778545985
0,0,857.575733973881,49675.3703182707
0,0,361.501731061125,33674.8902393376
0,0,891.155427066673,36023.0850073461
0,0,918.122205965447,44738.5560304555
0,0,1335.02801828106,21150.8559447406
0,0,421.40084342513,39873.5217445341
0,1,743.636144477128,18883.9715059268
0,0,773.740372463441,41872.4947626065
0,0,731.3934721696,45251.8819209678
0,0,964.188922685005,36330.3945986058
0,1,350.015184264179,17657.1726575117
0,0,1206.66136205449,37125.5913512782
0,0,1051.94757326739,52888.1850963327
0,0,454.760370677831,45572.172484486
0,0,932.665307535504,42758.6007035183
0,0,535.745846468796,36259.4637552901
0,0,241.80525216874,41186.1828072136
0,0,1026.50670980239,42042.1679417363
0,1,187.679885571478,18278.833967134
0,0,197.538321479143,58646.9278047098
0,0,585.708088259361,43288.4003826895
0,1,1947.02240116176,12147.0464091645
0,0,829.547597492268,39717.5376088077
0,0,196.9384595398,35488.4488835876
0,0,591.863619018556,31438.7760126708
0,0,0,39742.1054579553
0,1,1008.29161867619,11939.2952561454
0,1,1052.22747774062,17410.751592587
0,0,331.680526736089,49756.1710110556
0,0,913.107203974466,29414.6521751635
0,1,561.391612168585,21747.2631759341
0,0,246.955462978737,47692.8942495176
0,0,578.978610085742,46304.717476204
0,0,557.80877712832,62352.8460745643
0,1,788.251751590529,10418.1828574391
0,0,1060.80742927021,39174.0563607053
0,1,1247.9070287109,19816.720143272
0,0,1184.36072325231,34259.9901986231
0,0,1024.57823828863,33071.5499188853
0,0,1080.29165556776,43367.8995668736
0,0,540.279044842846,26267.1563495095
0,0,1448.83546537495,33835.7362563617
0,1,561.19403528401,27421.1112560912
0,0,1191.48030658909,30040.5721479464
0,0,565.138987531877,38202.5839366837
0,0,482.98219522045,35845.192831506
0,0,950.350093348717,37486.2495546276
0,1,350.702913455224,21235.360416199
1,1,1551.02346886055,19027.5086325602
0,0,981.596275086756,37747.9133548875
0,0,1442.12980525117,10921.6150280099
0,0,1060.33586008787,56607.2539731991
0,0,1154.89079229674,61794.3463333657
0,1,544.139769261479,20056.828543898
0,0,1137.17545422725,27588.9333054472
0,0,414.084049490222,47811.4189244222
0,1,436.008314418274,17504.44777329
0,0,987.814799701723,25809.9802798683
0,0,679.39184176547,46603.5464098654
0,0,1377.77200718577,51633.329550876
0,0,856.811960459733,32437.1318348945
0,0,1036.67683328589,44923.8027469326
0,0,0,46826.8044671654
0,0,961.472070662985,51936.7598875077
0,0,275.988091260141,35622.829451765
0,0,426.69354209974,30769.3447724704
0,0,290.251908152609,46214.1592342021
0,0,934.969703457723,42325.7499854437
0,1,668.991155587469,26342.0484612914
0,1,2004.72756831,27136.5379770062
0,0,1312.86572975147,29938.2594627799
